reason	eval	marked	sent_id	subj	obj	verb	subj_marked	criterion_subj	obj_marked	criterion_obj	verb_marked	criterion_verb	wo	sent_text	clause_type	subclause_type	subj_pos	obj_pos	subj_anim	obj_anim	subj_case	obj_case	wo_so	demoted_verb	verb_lemma
	1	true	2013Stalingrad.xml_260	армия	сопротивление	оказала	true		false	NP syncretism: Neut Inan, and modifier does not help	true	Gender: different (past tense)	SVO	И все же 6-я армия, учитывая физическое состояние ее солдат и нехватку техники и боеприпасов, оказала удивительно стойкое сопротивление.	main		NOUN	NOUN	Inan	Inan	Nom	Acc	SO		оказать
	1	true	2014Sverkhnovaya-2.xml_20	рестораны	экзотику	предоставляют	false	NP syncretism: Inan Masc, and modifier does not help; and conjuncts do not help	true		true	Number: different	OVS	Гламурную экзотику массовому потребителю предоставляют тематические рестораны, клубы, отели, парки, которые предлагают разные сервисы, но стоимость создают одинаково - вживлением экзотики в блюда, развлекательные программы, дизайн интерьеров.	main		NOUN	NOUN	Inan	Inan	Nom	Acc	OS		предоставлять
	1	true	2014Travin-1.xml_132	Филипп	выгоду	получил	true		true		true	Gender: different (past tense)	SVO	Но при этом долгое время богатства тамплиеров находились под контролем Франции, а потому трудно усомниться в том, что сильно нуждавшийся в деньгах Филипп получил определенную выгоду от проведенной операции.	subordinate	acl	PROPN	NOUN	Anim	Inan	Nom	Acc	SO		получить
	1	true	2014Vspolokhi-1.xml_315	страна	резервы	доедала	true		false	NP syncretism: Inan Masc, and modifier does not help	true	Number: different	SVO	Поначалу с едой было хорошо: страна доедала довоенные резервы.	main		NOUN	NOUN	Inan	Inan	Nom	Acc	SO		доедать
	1	true	2014Vysota.xml_248	очередь	старшину	сразила	true	Nominal syncretism: Fem Nom=Acc (third declension, singular), but modifier helps	true		true	Gender: different (past tense)	SVO	Пулеметная очередь сразила старшину Коломейцева.	main		NOUN	NOUN	Inan	Anim	Nom	Acc	SO		сразить
	1	true	newsYa_19.xml_24	Документ	пути	указывает	false	NP syncretism: Inan Masc	false	NP syncretism: Inan Masc	true	Number: different	SVO	Документ указывает пути решения вопроса, к нему прикладываются протоколы по каждому пункту урегулирования задолженности, сообщил Илья Клебанов.	main		NOUN	NOUN	Inan	Inan	Nom	Acc	SO		указывать
	1	true	newsYa_22.xml_23	вирусописатель	цели	преследует	true		false	NP syncretism: Fem Nom=Acc (third declension, plural), and modifier does not help	true	Number: different	OVS	"Нам нет дела до того, какие цели преследует вирусописатель, мы только боремся с его творчеством, - говорят в антивирусной компании Network Associates.	subordinate	acl	NOUN	NOUN	Anim	Inan	Nom	Acc	OS		преследовать
	1	true	newsYa_34.xml_10	авиация	удар	нанесла	true		false	NP syncretism: Inan Masc, and modifier does not help	true	Gender: different (past tense)	SVO	По данным агентства, нападавшие успели скрыться до того, как авиация США нанесла бомбовый удар по району к востоку от аэродрома, откуда, как полагают, велся обстрел американских войск.	subordinate	acl	NOUN	NOUN	Inan	Inan	Nom	Acc	SO		нанести
	1	true	newsYa_34.xml_38	Министр	участие	примет	true		false	NP syncretism: Neut Inan	false		SVO	Министр примет также участие в работе военного совета флота, на котором будет заслушан доклад командующего СФ Геннадия Сучкова о состоянии дел на флоте.	main		NOUN	NOUN	Anim	Inan	Nom	Acc	SO		принять
	1	true	newsYa_41.xml_29	Карзай	переговоры	проведет	true		false	NP syncretism: Inan Masc	true	Number: different	SVO	В частности, Карзай проведет переговоры с заместителем премьер-министра Узбекистана Рустамом Юнусовым, а также министром иностранных дел Адбулазизом Камиловым.	main		PROPN	NOUN	Anim	Inan	Nom	Acc	SO		провести
	1	true	newsYa_72.xml_95	температура	дело	сделали	true		false	NP syncretism: Neut Inan, and modifier does not help	true	Number: Verb in plural due to coordinated subjects	SVO	Низкая температура и отсутствие пищи сделали свое дело.	main		NOUN	NOUN	Inan	Inan	Nom	Acc	SO		делать
	1	true	newsYa_90.xml_31	Титов	действия	совершал	true		false	NP syncretism: Neut Inan, and modifier does not help	true	Number: different	OSV	Согласно обвинению, мошеннические действия Титов совершал в сговоре с медиа-магнатом Владимиром Гусинским.	main		PROPN	NOUN	Anim	Inan	Nom	Acc	OS		совершать
	1	true	newsYa_90.xml_36	Председатель	заявление	подал	true		false	NP syncretism: Neut Inan	true	Gender: different (past tense)	SVO	Председатель правления ОАО "Газпром" Алексей Миллер две недели назад действительно подал заявление об уходе, но отставка не была принята, сообщил источник в "Газпроме".	subordinate	ccomp	NOUN	NOUN	Anim	Inan	Nom	Acc	SO		подать
	1	true	newsYa_93.xml_24	Газета	точку	приводит	true		true		false		SVO	Газета "Ведомости" приводит точку зрения начальника департамента по информационной политике "Газпрома" Александра Дыбеля, заявившего, что за сообщением об отставке Миллера стоят лица, желающие сыграть на понижении акций концерна.	main		NOUN	NOUN	Inan	Inan	Nom	Acc	SO		приводить
	1	true	uppsalaKorp_210.xml_46	авторитетность	школы	лишила	true	Nominal syncretism: Fem Nom=Acc (third declension, singular), but modifier helps	false	NP syncretism: Fem Nom=Acc (Inan Plur), and modifier does not help	true	Number: different	SOV	Педагогическая авторитетность многие школы лишила детского коллектива.	main		NOUN	NOUN	Inan	Inan	Nom	Acc	SO		лишить
	1	true	uppsalaKorp_622.xml_27	химики	вещества	предложили	true		false	NP syncretism: Neut Inan	false		SVO	Английские химики с химического факультета Солфордского университета предложили вещества на основе полистирола с привитыми к нему группами сульфоновой кислоты - SO3H.	main		NOUN	NOUN	Anim	Inan	Nom	Acc	SO		предложить
	1	true	uppsalaKorp_716.xml_13	нормы	людей	заставят	false	NP syncretism: Fem Nom=Acc (Inan Plur), and modifier does not help; and conjuncts do not help	true		false		SVO	Какие правовые или нравственные нормы и санкции заставят людей уважать требования общечеловеческого интереса?	main		NOUN	NOUN	Inan	Anim	Nom	Acc	SO		заставить
	1	true	uppsalaKorp_724.xml_35	противоборство	пределы	обозначило	false	NP syncretism: Neut Inan	false	NP syncretism: Inan Masc, and modifier does not help	true	Number: different	SVO	Вместе с тем противоборство, особенно в области военно-стратегической, ясно обозначило и допустимые пределы соперничества, перейти которые означало бы сделать шаг к всемирной катастрофе.	main		NOUN	NOUN	Inan	Inan	Nom	Acc	SO		обозначить
	1	true	MorphoRuEval2017-test-jz-105	река	грех	смыла	true		false	NP syncretism: Inan Masc, and modifier does not help	true	Gender: different (past tense)	SVO	Великая река смыла и унесла маленький грех маленького человека.	main		NOUN	NOUN	Inan	Inan	Nom	Acc	SO		смыть
